Species	Formula	EoF298	Unc	WB_ID	CASRN	Squib	Method
Aluminum monoxide	AlO	66.94		C14457648	14457-64-8	1998CHA1-1951	Review # Data last reviewed in December, 1979
Boron hydride sulfide	HBS	50.21		C14457853	14457-85-3	1998CHA1-1951	Review # Data last reviewed in December, 1975
Gallium trimethyl	C3H9Ga	-46.2	8.1	C1445790	1445-79-0	1997MAR0B	Review
Molybdenum tetrafluoride oxide	F4MoO	-1255.2		C14459597	14459-59-7	1998CHA1-1951	Review # Data last reviewed in June, 1970
Manganese pentacarbonyl bromide	C5BrMnO5	-882.6	9.3	C14516542	14516-54-2	1997MAR0B	Review
Magnesium bromide	BrMg	-35.34		C14519110	14519-11-0	1998CHA1-1951	Review # Data last reviewed in June, 1975
Strontium monobromide	BrSr	-89.12		C14519132	14519-13-2	1998CHA1-1951	Review # Data last reviewed in December, 1974
thiazole-4-carbonitrile	C4H2N2S	293.80048	1.2552	C1452159	1452-15-9	1966MAN/SUN845-848	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = 70.31$(0.28) kcal/mol
Methyl rhenium pentacarbonyl	C6H3O5Re	-757.0	8.7	C14524926	14524-92-6	1997MAR0B	Review
Cyclohexene, 1-ethyl-	C8H14	-63.6		C1453243	1453-24-3	1961LAB/ROS476-480	
[1S-(1α,2β,5α)]-2,6,6-trimethylbicyclo[3.1.1]heptan-3-one	C10H16O	-148.532	8.368	C14575930	14575-93-0	1979STE0	Ccb
Pyridine, tungsten pentacarbonyl	C10H5NO5W	-606.0	11.0	C14586493	14586-49-3	1997MAR0B	Review # The enthalpy of formation relies on -883.9±2.7 kJ/mol for the enthalpy of formation of W(CO)6(g)
cis-1,3-hexadiene	C6H10	58.576	1.6736000000000002	C14596920	14596-92-0	1992FAN/ROG2294-2297	Chyd
1,3-Benzenedicarboxylic acid, dimethyl ester	C10H10O4	-629.2	2.0	C1459934	1459-93-4	1998ROU/JIM887-890	Ccb
Stannane, tetrabutyl-	C16H36Sn	-218.6	7.4	C1461252	1461-25-2	1997MAR0B	Review
Cyclopentanol, 1-methyl-	C6H12O	-284.3	1.4	C1462039	1462-03-9	1997BLO/KAB19-29	Ccb
1,1-Difluoro-3-phenylpropane	C9H10F2	-414.4	1.4	C146377620	146377-62-0	1997SCH/VER1333-1344	Ccr
Pyrazine, trimethyl-	C7H10N2	74.3	2.7	C14667551	14667-55-1	1996RIB/MOR329-336	Ccb
2-Heptene, (E)-	C7H14	-74.2		C14686136	14686-13-6	1984WIB/WAS3684-3688	
3-Heptene, (E)-	C7H14	-73.2		C14686147	14686-14-7	1984WIB/WAS3684-3688	
Strontium monoiodide	ISr	-30.49		C14696992	14696-99-2	1998CHA1-1951	Review # Data last reviewed in June, 1974
Bromodifluoroborane(3)	BBrF2	-820.06		C14720231	14720-23-1	1998CHA1-1951	Review # Data last reviewed in December, 1964
Dibromofluoroborane(3)	BBr2F	-514.63		C14720253	14720-25-3	1998CHA1-1951	Review # Data last reviewed in December, 1964
Chlorodifluoroborane	BClF2	-885.33		C14720300	14720-30-0	1998CHA1-1951	Review # Data last reviewed in December, 1964
Dichlorofluoroborane	BCl2F	-644.34		C14720311	14720-31-1	1998CHA1-1951	Review # Data last reviewed in December, 1964
Beryllium borate	B2BeO4	-1351.43		C14720435	14720-43-5	1998CHA1-1951	Review # Data last reviewed in June, 1965
Zirconium iodide	IZr	591.2		C14728768	14728-76-8	1998CHA1-1951	Review # Data last reviewed in September, 1964
2,4-Dimethyl-1,3-dioxole	C5H8O2	-423.00239999999997	3.7656	C14738977	14738-97-7	1969PIH/HEI338-342	Ccb
2-Methyl-4-methylene-1,3-dioxolane	C5H8O2	-382.836	6.694400000000001	C14738999	14738-99-9	1969PIH/HEI338-342	Ccb
Chromium,pentacarbonyl(pyridine)-	C10H5CrNO5	-629.3	6.8	C14740773	14740-77-3	1997MAR0B	Review # The enthalpy of formation relies on -908.4±2.6 kJ/mol for the enthalpy of formation of Cr(CO)6(g)
Fluorine, atomic	F	79.38	0.3	C14762948	14762-94-8	1984COX/WAG1B	Review # CODATA Review value
Benzenamine, 2,4,6-tribromo-	C6H4Br3N	159.0	2.6	C147820	147-82-0	1987ALL/FIN771-779	Ccr # The mean of Heat of formations recomended by author
Carbamodithioic acid, diethyl-	C5H11NS2	33.2	3.8	C147842	147-84-2	1988RIB/REI319-328	Cm
Proline	C5H9NO2	-366.2	4.0	C147853	147-85-3	1978SAB/LAF50-52	Ccb # see 1978SAB/LAF101-102
Bromosilylidyne	BrSi	235.33		C14791572	14791-57-2	1998CHA1-1951	Review # Data last reviewed in December, 1976
Bicyclo[2.2.2]oct-2-ene, 5-methyl-, (1α,4α,5β)-	C9H14	-1.2552	4.184	C14803420	14803-42-0	1986VAN/BOO537-545	Kin
8-Hydroxyquinoline	C9H7NO	6.5	1.7	C148243	148-24-3	1989RIB/MON159-166	Ccb
Diselenide, bis(phenylmethyl)	C14H14Se2	301.248	4.184	C1482822	1482-82-2	1973ARS/SHA1732-1734	Ccb
Barium monobromide	BaBr	-110.59		C14832974	14832-97-4	1998CHA1-1951	Review # Data last reviewed in December, 1974
Trifluorosilyl radical	F3Si	-1085.33		C14835144	14835-14-4	1998CHA1-1951	Review # Data last reviewed in December, 1977
9H-Carbazole, 9-methyl-	C13H11N	199.1	0.5	C1484124	1484-12-4	1991STE/KNI1-45	Ccr
Furan, 2,3-dihydro-5-methyl-	C5H8O	-122.6		C1487156	1487-15-6	1973COC/EGG197-199	Eqk
2-Vinylfuran	C6H6O	27.6144	3.7656	C1487189	1487-18-9	1929LAN/BAY36-49	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Dibromosilylene	Br2Si	-52.3		C14877328	14877-32-8	1998CHA1-1951	Review # Data last reviewed in December, 1977
Manganese, pentacarbonyliodo-	C5IMnO5	-834.2	5.2	C14879426	14879-42-6	1997MAR0B	Review
Dimethylvinylethynylhydroperoxide	C7H10O2	127.1	1.9	C14906264	14906-26-4	1982VAN/DOL1736-1767	Ccb
t-Butyldimethylvinylethynylperoxide	C11H18O2	22.7	3.5	C14906322	14906-32-2	1982VAN/DOL1736-1767	Ccb # see 81DOL/VAS
Iron tetracarbonyl diiodide	C4FeI2O4	-635.7	9.4	C14911558	14911-55-8	1997MAR0B	Review
Bicyclo[2.2.2]oct-2-ene, 5-methyl-, (1α,4α,5α)-	C9H14	-7.1128	4.184	C14926886	14926-88-6	1986VAN/BOO537-545	Kin
Formyl fluoride	CHFO	-376.56		C1493023	1493-02-3	1998CHA1-1951	Review # Data last reviewed in June, 1961
Water-d	HDO	-245.37		C14940637	14940-63-7	1998CHA1-1951	Review # Data last reviewed in June, 1977
Magnesium monofluoride	FMg	-236.81		C14953287	14953-28-7	1998CHA1-1951	Review # Data last reviewed in June, 1976
Cyanogen fluoride	CFN	35.98		C1495507	1495-50-7	1998CHA1-1951	Review # Data last reviewed in June, 1969
Hexanoic acid, 2-ethyl-	C8H16O2	-559.5	2.1	C149575	149-57-5	1976STR193-194	Ccr
Trichlorofluorosilane	Cl3FSi	-840.98		C14965527	14965-52-7	1998CHA1-1951	Review # Data last reviewed in December, 1960
Methane, trimethoxy-	C4H10O3	-531.7864	3.22168	C149735	149-73-5	1974HIN/KLU2924-2929	Cm # Reanalyzed by 1986PED/NAY1-792B, Original value = -127.7$(0.77) kcal/mol
Lead monofluoride	FPb	-80.27		C14986722	14986-72-2	1998CHA1-1951	Review # Data last reviewed in December, 1973
Magnesium chloride	ClMg	-43.51		C14989298	14989-29-8	1998CHA1-1951	Review # Data last reviewed in March, 1966
Monochlorine monoxide	ClO	101.22		C14989301	14989-30-1	1998CHA1-1951	Review # Data last reviewed in December, 1992
Sulfur chloride	ClS	156.47		C14989323	14989-32-3	1998CHA1-1951	Review # Data last reviewed in June, 1978
Strontium monochloride	ClSr	-123.85		C14989334	14989-33-4	1998CHA1-1951	Review # Data last reviewed in December, 1972
Zirconium chloride	ClZr	205.43		C14989345	14989-34-5	1998CHA1-1951	Review # Data last reviewed in December, 1969
cis-2,4,6-Trimethyl-1,3,5-trioxane	C6H12O3	-636.2190400000001	3.01248	C1499021	1499-02-1	1970PIH/TUO224-226	Ccb
Anthracene, 9,10-diphenyl-	C26H18	478.3	7.4	C1499101	1499-10-1	2008ROU/TEM1855-1996	Review # There are insufficient literature values to properly evaluate the data and insufficient information to construct thermochemical cycles or estimate values for comparison, and one must rely solely upon reported uncertainities and the quality of the measurements. In general, the evaluated uncertainty limits are on the order of (3 to 9) kJ/mol.
4-Aminobenzoic acid	C7H7NO2	-293.9	4.1	C150130	150-13-0	1977NAB/SAB115-126	Ccr
1-Adamantanecarboxamide, N,N-dimethyl-,	C13H21NO	-286.1	2.7	C1502007	1502-00-7	1995ABB/JIM15-25	Ccb # See 93ABB/JIM
Tetraacetato dichromium	C8H12Cr2O8	-1994.0	14.0	C15020152	15020-15-2	1997MAR0B	Review
Cyclodecanone	C10H18O	-305.05544	1.9246400000000001	C1502063	1502-06-3	1972WOL1446-1459	Ccb
2-(1-Cyclohexenyl)cyclohexanone	C12H18O	-219.5	1.8	C1502223	1502-22-3	1992MAR/KOZ710-715	Ccb # Hfusion=17.26±0.09 kJ/mol
cis-2,4-Dimethyl-1,3-dioxane	C6H12O2	-425.2		C15042598	15042-59-8	1968PIH/LUO2401-2414	
trans-1-Methyl-1,2-dicyclopropylcyclopropane	C10H16	179.2	1.2	C150895640	150895-64-0	1993PIM/KOZ139-141	Ccb
cis-1-Methyl-1,2-dicyclopropylcyclopropane	C10H16	181.0	1.2	C150895651	150895-65-1	1993PIM/KOZ139-141	Ccb
Methane, bromodifluoro-	CHBrF2	-425.3	0.9	C1511622	1511-62-2	1974OKA/WHI1366-1375	Eqk
Amidogen-d2	D2N	185.35		C15117847	15117-84-7	1998CHA1-1951	Review # Data last reviewed in June, 1977
3-Aminopropionitrile	C3H6N2	89.74680000000001		C151188	151-18-8	1985MEK/SAF27-32	Eqk
Imidogen-d	DN	375.31		C15123009	15123-00-9	1998CHA1-1951	Review # Data last reviewed in June, 1977
2,2,3,3,4,4-Hexafluoro-pentanedioic acid dimethyl ester	C7H6F6O4	-1926.732	5.8576	C1513628	1513-62-8	1976KOL/SLA907-914	Ccr # Reanalyzed by 1986KOL/KOZ912, Original value = -455.9$(1.4) kcal/mol; hf\_HF.20H20=-76.165 kcal/mol
lithium tetrafluoroaluminate	AlF4Li	-1853.51		C15138768	15138-76-8	1998CHA1-1951	Review # Data last reviewed in December, 1979
potassium cyanide	CKN	79.5		C151508	151-50-8	1998CHA1-1951	Review # Data last reviewed in March, 1966
Benzene, 1-azido-4-nitro-	C6H4N4O2	389.7	5.2	C1516605	1516-60-5	1997FIN/GAR191-194	Ccb
Halothane	C2HBrClF3	-699.9	3.8	C151677	151-67-7	1981PAP/ERA683-689	Ccr # Reanalyzed by 1983KOL/PAP425, Original value = -690.4$(4.9) kJ/mol
Tetracyano-p-quinodimethane	C12H4N4	771.1		C1518167	1518-16-7	1983MET/KUO841-851	
Disulfide, bis(2-methylpropyl)	C8H18S2	-170.9164	2.1756800000000003	C1518725	1518-72-5	1964MAC/MCC669-672	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -40.61$(0.50) kcal/mol
3-Penten-2-one, 4-hydroxy-	C5H8O2	-385.3	2.0	C1522209	1522-20-9	1969MEL/MER79-82	Cm # Thermochemical cycle
3-Octyne	C8H14	62.50896	1.8409600000000002	C15232765	15232-76-5	1979ROG/DAG671-676	Chyd
Tri-ruthenium dodecacarbonyl	C12O12Ru3	-1816.0	26.0	C15243331	15243-33-1	1997MAR0B	Review
4-Methyl-2,5-diisopropylphenol	C13H20O	-259.86824		C15269166	15269-16-6	1971BER/GIR3180-3187	Ccb
4-Methyl-3,5-diisopropylphenol	C13H20O	-257.31600000000003		C15269177	15269-17-7	1971BER/GIR3180-3187	Ccb
cis-Dichlorobis(methylamine)platinum	C2H10Cl2N2Pt	-151.0	20.0	C15273322	15273-32-2	1997MAR0B	Review
Iron tetracarbonyl	C4FeO4	-440.0	14.0	C15281988	15281-98-8	1997MAR0B	Review
Cyclopentane, methylene-	C6H10	10.16712		C1528309	1528-30-9	1982ALL/DOD1593-1597	Chyd
2-Methyl-5-vinyltetrazole	C4H6N4	353.96639999999996		C15284396	15284-39-6	1996PRO/POP2094-2100	Ccb
chlorotrimethylgermane	C3H9ClGe	-266.4		C1529471	1529-47-1	1997MAR0B	Review # The enthalpy of formation relies on -569.0±16.7 kJ/mol for the estimated enthalpy of formation of [Ge(Me)3]2O(l) 1972BAL/LAP0.
9,9'-Dimethyl-9,9'-bifluorenyl	C28H22	323.9	2.4	C15300820	15300-82-0	1994RAK/VER1095-1103	Ccr
9,9'-Bi-9H-fluorene	C26H18	330.1	4.2	C1530127	1530-12-7	2008ROU/TEM1855-1996	Review # There are insufficient literature values to properly evaluate the data and insufficient information to construct thermochemical cycles or estimate values for comparison, and one must rely solely upon reported uncertainities and the quality of the measurements. In general, the evaluated uncertainty limits are on the order of (3 to 9) kJ/mol.
Metamfepramone	C11H15NO	-69.9	1.9	C15351094	15351-09-4	1994WEL/VER697-710	Ccb
2-Propanone, 1-(dimethylamino)-	C5H11NO	-180.1	2.9	C15364564	15364-56-4	1994WEL/VER697-710	Ccb
Ethane, 1-chloro-1-methoxy-	C3H7ClO	-272.7968	5.0208	C1538870	1538-87-0	1969CRU/BEN2487-2490	Eqk
2,4-Pentanedione, 3-ethyl-	C7H12O2	-439.7384		C1540347	1540-34-7	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
3-n-Propyl-2,4-pentanedione	C8H14O2	-453.1272		C1540358	1540-35-8	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
2,4-Pentanedione, 3-butyl-	C9H16O2	-465.2608		C1540369	1540-36-9	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
2,4-Pentanedione, 3-(1-methylethyl)-	C8H14O2	-448.9432		C1540381	1540-38-1	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
1,8-Cyclotetradecadiyne	C14H20	313.75816	3.9748	C1540803	1540-80-3	1964FRI/BAU335-336	Ccb # see 1962FRI1-100R
Tungsten, pentacarbonyl(triphenylphosphine)-, (OC-6-22)-	C23H15O5PW	-574.8	6.3	C15444652	15444-65-2	1997MAR0B	Review
2-[(1,1-dimethylethyl)dioxy]ethanol	C6H14O3	-445.3	3.0	C15476854	15476-85-4	1983VAN/KAC1751-1752	
N,N-(Dimethyl)thiobenzamide	C9H11NS	136.1	2.8	C15482607	15482-60-7	1989RIB/SOU173-178	Ccr
Propane, 2-(methylthio)-	C4H10S	-89.66312	0.75312	C1551219	1551-21-9	1958HUB/GOO614-617	Ccr
Zirconium iodide	I2Zr	-66.64		C15513856	15513-85-6	1998CHA1-1951	Review # Data last reviewed in June, 1962
Butanoic acid, cyclohexyl ester	C10H18O2	-545.7	2.8	C1551446	1551-44-6	1996VER/BEC47-64	Ccb
1,5-Cyclooctadiene, (Z,Z)-	C8H12	101.0	1.4	C1552121	1552-12-1	1976KOZ/TIM9-11	Ccb
Lithium trifluoroberyllate	BeF3Li	-887.01		C15552348	15552-34-8	1998CHA1-1951	Review # Data last reviewed in December, 1962
N,N'-Dithiobisdiethylamine	C8H20N2S2	-69.4544	8.7864	C15575301	15575-30-1	1962CLA/MOR3212-3216	Cm # Reanalyzed by 1970COX/PIL1-636B, Original value = -16.8$(0.2) kcal/mol
Lead bromide	BrPb	70.92		C15576473	15576-47-3	1998CHA1-1951	Review # Data last reviewed in December, 1973
Titanium chloride oxide	ClOTi	-244.26		C15605364	15605-36-4	1998CHA1-1951	Review # Data last reviewed in September, 1963
Calcium monochloride	CaCl	-104.6		C15606710	15606-71-0	1998CHA1-1951	Review # Data last reviewed in June, 1970
Sulfur bromide fluoride	BrF5S	-972.82		C15607893	15607-89-3	1998CHA1-1951	Review # Data last reviewed in December, 1977
dicyclohexyl peroxydicarbonate	C14H22O6	-1002.4864	12.552	C1561495	1561-49-5	1971KIP/RAB675-677	Ccb
(Z)-Diazene	H2N2	212.97		C15626423	15626-42-3	1998CHA1-1951	Review # Data last reviewed in December, 1965
Diazene, bis(4-methoxyphenyl)-, 1-oxide	C14H14N2O3	33.4	4.5	C1562943	1562-94-3	1993ACR/TUC653-659	Ccb
Monomanganese, pentacarbonyl-	C5MnO5	-715.0	22.0	C15651511	15651-51-1	1997MAR0B	Review
Ethylene, 1,2-dichloro-, (Z)-	C2H2Cl2	-3.0	2.0	C156592	156-59-2	2002MAN123-172	Review # based on measurements by 1974RLV of equilbrium with 1,1-dichloroethane
Ethylene, 1,2-dichloro-, (E)-	C2H2Cl2	-1.0	2.0	C156605	156-60-5	2002MAN123-172	Review # based on measurements by 1974RLV of equilbrium with 1,1-dichloroethane
Osmium, dodecacarbonyltri-, triangulo	C12O12Os3	-1644.0	26.0	C15696409	15696-40-9	1997MAR0B	Review
Cyclohexanethiol	C6H12S	-95.72991999999999	0.79496	C1569693	1569-69-3	1972GOO158-162	Ccr
Butyl 2-methylbutanoate	C9H18O2	-558.9	1.3	C15706737	15706-73-7	1996VER/BEC47-64	Ccb
Chromium, pentacarbonyl(piperidine)-	C10H11CrNO5	-836.6	8.6	C15710391	15710-39-1	1997MAR0B	Review # The enthalpy of formation relies on -908.4±2.6 kJ/mol for the enthalpy of formation of Cr(CO)6(g)
3H-Diazirine	CH2N2	267.14840000000004		C157222	157-22-2	1972LAU/OKA3504-3507	Ion # 66>Hf-gas-(298) >61.7 kcal/mol
Ethyl 2-cyanopropionate	C6H9NO2	-311.96	0.63	C1572992	1572-99-2	1995VER/BEC1-11	Ccb
Bicyclo[1.1.0]butane	C4H6	217.1496	0.8368000000000001	C157335	157-33-5	1968WIB/FEN3395-3397	Cm
Spiropentane	C5H8	185.05831999999998	0.75312	C157404	157-40-4	1955FRA/PRO143-148	Cm
3-Penten-1-yne, (Z)-	C5H6	258.1528		C1574409	1574-40-9	1991ROT/ADA2499-2521	Chyd
1,3-Pentadiene, (Z)-	C5H8	82.71768	0.9204800000000001	C1574410	1574-41-0	1955FRA/PRO143-148	Cm
3-Methylenecyclobutanenitrile	C6H7N	252.42072		C15760357	15760-35-7	1971HAL/BAL140-145	Ccr
Phenanthrene, 2,7-dimethyl-	C16H14	143.0928	2.5104	C1576698	1576-69-8	1965KAR/KYB5554-5558	Ccb # see 1963FRI/BAR2356-2357 and 1962FRI1-100R
1,1,1-Trifluoro-4-hydroxy-4-(2-thienyl)-3-buten-2-one	C8H5F3O2S	-862.4	4.2	C15788020	15788-02-0	1997RIB/SAN757-764	Ccr
Perfluoro-2-methyl-2-pentene	C6F12	-2499.0	4.1	C1584038	1584-03-8	1990ZHO/PAP1514-1517	Ccr
Homocubane-4-carboxylic acid	C10H10O2	2.5104		C15844050	15844-05-0	1984BEC/RUC149-159	Ccb # Hfusion=2.19 kcal/mol
ethoxydiethylaluminium	C6H15AlO	-474.4	5.6	C1586921	1586-92-1	1997MAR0B	Review
Nonane, 5-methyl-	C10H22	-258.6		C15869859	15869-85-9	1940MOO/REN1505-1507	
2-Butanol	C4H10O	-292.7	0.3	C15892236	15892-23-6	1991STE/CHI101-134	Ccr
Calcium monoiodide	CaI	-5.05		C15923872	15923-87-2	1998CHA1-1951	Review # Data last reviewed in June, 1974
[(isopentyloxy)methyl]oxirane	C8H16O2	-328.2	3.5	C15965976	15965-97-6	1987VAN/KAC622-624	Ccb # see 1982VAN/KAC1-9D
Phosphorus monofluoride	FP	-52.25		C16027922	16027-92-2	1998CHA1-1951	Review # Data last reviewed in June, 1977
Dichloromethylene	CCl2	238.49		C1605727	1605-72-7	1998CHA1-1951	Review # Data last reviewed in December, 1968
Tert-butyl radical	C4H9	48.0	3.0	C1605738	1605-73-8	1996TSA22-58C	
1,4,5,6-Tetrahydropyrimidine	C4H8N2	55.1	2.1	C1606491	1606-49-1	1996STE/CHI1269-1284	Ccr
Monosulfur monofluoride	FS	12.97		C16068965	16068-96-5	1998CHA1-1951	Review # Data last reviewed in June, 1976
1-Butanone, 3,3'-(1,2-ethanediyldinitrilo)bis[1-phenyl-	C22H24N2O2	-104.5	7.5	C16087302	16087-30-2	1995RIB/RIB613-621	Ccb
Tricyclo[6.2.0.0<sup>3,6</sup>]deca-1(8),2,6-triene	C10H10	309.616		C1610511	1610-51-1	1991ROT/ADA2499-2521	Chyd
2-Propanol, 1-phenoxy-3-(phenylamino)-	C15H17NO2	-184.51440000000002	2.9288	C16112553	16112-55-3	1976KUZ/MIR147-150	Ccb
2H-Thiopyran, tetrahydro-	C5H10S	-63.3		C1613510	1613-51-0	1963SUN728-730	
1-Propene, 1-chloro-, (Z)-	C3H5Cl	-15.480800000000002		C16136848	16136-84-8	1973ALF/GOL411-420	Eqk
trans-1-Chloropropene	C3H5Cl	-11.7152		C16136859	16136-85-9	1973ALF/GOL411-420	Eqk # Isomerization reaction
Ethane, 1-chloro-1-fluoro-	C2H4ClF	-313.38160000000005	2.5104	C1615754	1615-75-4	1973KOL/PAP1660-1661	Ccr # Reanalyzed by 1983KOL/PAP425, Original value = -74.1$(0.6) kcal/mol
cis-1,2-Divinylcyclobutane	C8H12	188.0	5.5	C16177461	16177-46-1	1979LEI1249-1261	Kin
1-Methyl-4-(2-methyl-1-propenylsulphonyl)-benzene	C11H14O2S	-239.7432	2.9288	C16192033	16192-03-3	1969MAC/MCN2060-2068	Ccr # Heat of combustion corrected for pressure
2-Methyl-2-propenyl p-tolyl sulphone	C11H14O2S	-241.41680000000002	2.9288	C16192044	16192-04-4	1969MAC/STE2069-2073	Ccb # Heat of combustion corrected for pressure
1-Methyl-4-(2-propynyl-sulphonyl)benzene	C10H10O2S	0.8368000000000001	4.184	C16192077	16192-07-7	1969MAC/STE2073-2077	Ccb # Heat of combustion corrected for pressure
p-Tolyl propadienyl sulphone	C10H10O2S	-32.2168	5.0208	C16192088	16192-08-8	1969MAC/STE2073-2077	Ccb # Heat of combustion corrected for pressure
Diethylaminoacetone	C7H15NO	-233.3	2.2	C1620140	1620-14-0	1994WEL/VER697-710	Ccb
2-Methoxy-2-methylpentanenitrile	C7H13NO	-169.28	0.013	C162047907	162047-90-7	1995VER/BEC1-11	Ccb
2-Methoxy-3,3-dimethylbutanenitrile	C7H13NO	-164.7	3.1	C162047918	162047-91-8	1995VER/BEC1-11	Ccb
(E)-(2-Phenylethenyl)-sulphonylbenzene	C14H12O2S	-34.7272	4.6024	C16212069	16212-06-9	1969MAC/MCN2060-2068	Ccr # Heat of combustion corrected for pressure
(E)-1-Methyl-4-(2-phenylethenyl)sulphonylbenzene	C15H14O2S	-69.4544	5.4392000000000005	C16212081	16212-08-1	1969MAC/MCN2060-2068	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -16.5$(1.3) kcal/mol; Heat of combustion corrected for pressure
3,6-Diphenyl-1,2-dithiin	C16H12S2	422.37480000000005	3.64008	C16212854	16212-85-4	1973GEI/SAW333-336	Ccb # Reanalyzed by 1986PED/NAY1-792B, Original value = 101.1 kcal/mol
3-(Methylsulphonyl)-1-propene	C4H8O2S	-305.432	3.3472000000000004	C16215148	16215-14-8	1961BUS/MAC1054-1057	Ccr # Heat of combustion corrected for constant pressure
3,5-Di-tert-butylbenzoic acid	C15H22O2	-516.26376	1.8828	C16225266	16225-26-6	1974ROU/TUR201-207	Ccb
Bis(fluoroxy)perfluoromethane	CF4O2	-564.4216	2.092	C16282670	16282-67-0	1968FOS/PIT3512-3515	Ccr
Cyclopropane, 1,1-dimethyl-	C5H10	-8.24248	1.1715200000000001	C1630940	1630-94-0	1974GOO/MOO303-310	Ccb
[2.2]Paracyclophane	C16H16	244.7	2.1	C1633223	1633-22-3	1980NIS/SAK869-877	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = 246.3$(3.3) kJ/mol
2-Pentanethiol, 2-methyl-	C6H14S	-147.98808	1.00416	C1633972	1633-97-2	1972GOO158-162	Ccr
Propane, 2-methoxy-2-methyl-	C5H12O	-285.0		C1634044	1634-04-4	1985ARN/GOT967-972	
Cyclopentane, 1,1-dimethyl-	C7H14	-138.28119999999998	1.1715200000000001	C1638262	1638-26-2	1949JOH/PRO251-255	Cm
2-Butanethiol, 2,3-dimethyl-	C6H14S	-147.86256000000003	1.046	C1639016	1639-01-6	1972GOO158-162	Ccr # Reanalyzed by 1986PED/NAY1-792B, Original value = -35.22$(0.20) kcal/mol
1-Heptanethiol	C7H16S	-149.49432	0.9623200000000001	C1639094	1639-09-4	1966GOO/DEP3606-3609	Ccr
Cyclopentane, ethyl-	C7H14	-127.06808000000001	1.046	C1640897	1640-89-7	1946PRO/JOH51-56	Ccb
