Species	Formula	EoF298	Unc	WB_ID	Squib	Method
Trifluorosilyl radical	F3Si	-1085.33		C14835144	1998CHA1-1951	Review # Data last reviewed in December, 1977
9H-Carbazole, 9-methyl-	C13H11N	199.1	0.5	C1484124	1991STE/KNI1-45	Ccr
Furan, 2,3-dihydro-5-methyl-	C5H8O	-122.6		C1487156	1973COC/EGG197-199	Eqk
2-Vinylfuran	C6H6O	27.6144	3.7656	C1487189	1929LAN/BAY36-49	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Dibromosilylene	Br2Si	-52.3		C14877328	1998CHA1-1951	Review # Data last reviewed in December, 1977
Manganese, pentacarbonyliodo-	C5IMnO5	-834.2	5.2	C14879426	1997MAR0B	Review
Dimethylvinylethynylhydroperoxide	C7H10O2	127.1	1.9	C14906264	1982VAN/DOL1736-1767	Ccb
t-Butyldimethylvinylethynylperoxide	C11H18O2	22.7	3.5	C14906322	1982VAN/DOL1736-1767	Ccb # see 81DOL/VAS
Iron tetracarbonyl diiodide	C4FeI2O4	-635.7	9.4	C14911558	1997MAR0B	Review
Bicyclo[2.2.2]oct-2-ene, 5-methyl-, (1α,4α,5α)-	C9H14	-7.1128	4.184	C14926886	1986VAN/BOO537-545	Kin
Formyl fluoride	CHFO	-376.56		C1493023	1998CHA1-1951	Review # Data last reviewed in June, 1961
Water-d	HDO	-245.37		C14940637	1998CHA1-1951	Review # Data last reviewed in June, 1977
Magnesium monofluoride	FMg	-236.81		C14953287	1998CHA1-1951	Review # Data last reviewed in June, 1976
Cyanogen fluoride	CFN	35.98		C1495507	1998CHA1-1951	Review # Data last reviewed in June, 1969
Hexanoic acid, 2-ethyl-	C8H16O2	-559.5	2.1	C149575	1976STR193-194	Ccr
Trichlorofluorosilane	Cl3FSi	-840.98		C14965527	1998CHA1-1951	Review # Data last reviewed in December, 1960
Methane, trimethoxy-	C4H10O3	-531.7864	3.22168	C149735	1974HIN/KLU2924-2929	Cm # Reanalyzed by 1986PED/NAY1-792B, Original value = -127.7$(0.77) kcal/mol
Lead monofluoride	FPb	-80.27		C14986722	1998CHA1-1951	Review # Data last reviewed in December, 1973
Magnesium chloride	ClMg	-43.51		C14989298	1998CHA1-1951	Review # Data last reviewed in March, 1966
Monochlorine monoxide	ClO	101.22		C14989301	1998CHA1-1951	Review # Data last reviewed in December, 1992
Sulfur chloride	ClS	156.47		C14989323	1998CHA1-1951	Review # Data last reviewed in June, 1978
Strontium monochloride	ClSr	-123.85		C14989334	1998CHA1-1951	Review # Data last reviewed in December, 1972
Zirconium chloride	ClZr	205.43		C14989345	1998CHA1-1951	Review # Data last reviewed in December, 1969
cis-2,4,6-Trimethyl-1,3,5-trioxane	C6H12O3	-636.2190400000001	3.01248	C1499021	1970PIH/TUO224-226	Ccb
Anthracene, 9,10-diphenyl-	C26H18	478.3	7.4	C1499101	2008ROU/TEM1855-1996	Review # There are insufficient literature values to properly evaluate the data and insufficient information to construct thermochemical cycles or estimate values for comparison, and one must rely solely upon reported uncertainities and the quality of the measurements. In general, the evaluated uncertainty limits are on the order of (3 to 9) kJ/mol.
4-Aminobenzoic acid	C7H7NO2	-293.9	4.1	C150130	1977NAB/SAB115-126	Ccr
1-Adamantanecarboxamide, N,N-dimethyl-,	C13H21NO	-286.1	2.7	C1502007	1995ABB/JIM15-25	Ccb # See 93ABB/JIM
Tetraacetato dichromium	C8H12Cr2O8	-1994.0	14.0	C15020152	1997MAR0B	Review
Cyclodecanone	C10H18O	-305.05544	1.9246400000000001	C1502063	1972WOL1446-1459	Ccb
2-(1-Cyclohexenyl)cyclohexanone	C12H18O	-219.5	1.8	C1502223	1992MAR/KOZ710-715	Ccb # Hfusion=17.26±0.09 kJ/mol
cis-2,4-Dimethyl-1,3-dioxane	C6H12O2	-425.2		C15042598	1968PIH/LUO2401-2414	
trans-1-Methyl-1,2-dicyclopropylcyclopropane	C10H16	179.2	1.2	C150895640	1993PIM/KOZ139-141	Ccb
cis-1-Methyl-1,2-dicyclopropylcyclopropane	C10H16	181.0	1.2	C150895651	1993PIM/KOZ139-141	Ccb
Methane, bromodifluoro-	CHBrF2	-425.3	0.9	C1511622	1974OKA/WHI1366-1375	Eqk
Amidogen-d2	D2N	185.35		C15117847	1998CHA1-1951	Review # Data last reviewed in June, 1977
3-Aminopropionitrile	C3H6N2	89.74680000000001		C151188	1985MEK/SAF27-32	Eqk
Imidogen-d	DN	375.31		C15123009	1998CHA1-1951	Review # Data last reviewed in June, 1977
2,2,3,3,4,4-Hexafluoro-pentanedioic acid dimethyl ester	C7H6F6O4	-1926.732	5.8576	C1513628	1976KOL/SLA907-914	Ccr # Reanalyzed by 1986KOL/KOZ912, Original value = -455.9$(1.4) kcal/mol; hf\_HF.20H20=-76.165 kcal/mol
lithium tetrafluoroaluminate	AlF4Li	-1853.51		C15138768	1998CHA1-1951	Review # Data last reviewed in December, 1979
potassium cyanide	CKN	79.5		C151508	1998CHA1-1951	Review # Data last reviewed in March, 1966
Benzene, 1-azido-4-nitro-	C6H4N4O2	389.7	5.2	C1516605	1997FIN/GAR191-194	Ccb
Halothane	C2HBrClF3	-699.9	3.8	C151677	1981PAP/ERA683-689	Ccr # Reanalyzed by 1983KOL/PAP425, Original value = -690.4$(4.9) kJ/mol
Tetracyano-p-quinodimethane	C12H4N4	771.1		C1518167	1983MET/KUO841-851	
Disulfide, bis(2-methylpropyl)	C8H18S2	-170.9164	2.1756800000000003	C1518725	1964MAC/MCC669-672	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -40.61$(0.50) kcal/mol
3-Penten-2-one, 4-hydroxy-	C5H8O2	-385.3	2.0	C1522209	1969MEL/MER79-82	Cm # Thermochemical cycle
3-Octyne	C8H14	62.50896	1.8409600000000002	C15232765	1979ROG/DAG671-676	Chyd
Tri-ruthenium dodecacarbonyl	C12O12Ru3	-1816.0	26.0	C15243331	1997MAR0B	Review
4-Methyl-2,5-diisopropylphenol	C13H20O	-259.86824		C15269166	1971BER/GIR3180-3187	Ccb
4-Methyl-3,5-diisopropylphenol	C13H20O	-257.31600000000003		C15269177	1971BER/GIR3180-3187	Ccb
cis-Dichlorobis(methylamine)platinum	C2H10Cl2N2Pt	-151.0	20.0	C15273322	1997MAR0B	Review
Iron tetracarbonyl	C4FeO4	-440.0	14.0	C15281988	1997MAR0B	Review
Cyclopentane, methylene-	C6H10	10.16712		C1528309	1982ALL/DOD1593-1597	Chyd
2-Methyl-5-vinyltetrazole	C4H6N4	353.96639999999996		C15284396	1996PRO/POP2094-2100	Ccb
chlorotrimethylgermane	C3H9ClGe	-266.4		C1529471	1997MAR0B	Review # The enthalpy of formation relies on -569.0±16.7 kJ/mol for the estimated enthalpy of formation of [Ge(Me)3]2O(l) 1972BAL/LAP0.
9,9'-Dimethyl-9,9'-bifluorenyl	C28H22	323.9	2.4	C15300820	1994RAK/VER1095-1103	Ccr
9,9'-Bi-9H-fluorene	C26H18	330.1	4.2	C1530127	2008ROU/TEM1855-1996	Review # There are insufficient literature values to properly evaluate the data and insufficient information to construct thermochemical cycles or estimate values for comparison, and one must rely solely upon reported uncertainities and the quality of the measurements. In general, the evaluated uncertainty limits are on the order of (3 to 9) kJ/mol.
Metamfepramone	C11H15NO	-69.9	1.9	C15351094	1994WEL/VER697-710	Ccb
2-Propanone, 1-(dimethylamino)-	C5H11NO	-180.1	2.9	C15364564	1994WEL/VER697-710	Ccb
Ethane, 1-chloro-1-methoxy-	C3H7ClO	-272.7968	5.0208	C1538870	1969CRU/BEN2487-2490	Eqk
2,4-Pentanedione, 3-ethyl-	C7H12O2	-439.7384		C1540347	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
3-n-Propyl-2,4-pentanedione	C8H14O2	-453.1272		C1540358	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
2,4-Pentanedione, 3-butyl-	C9H16O2	-465.2608		C1540369	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
2,4-Pentanedione, 3-(1-methylethyl)-	C8H14O2	-448.9432		C1540381	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
1,8-Cyclotetradecadiyne	C14H20	313.75816	3.9748	C1540803	1964FRI/BAU335-336	Ccb # see 1962FRI1-100R
Tungsten, pentacarbonyl(triphenylphosphine)-, (OC-6-22)-	C23H15O5PW	-574.8	6.3	C15444652	1997MAR0B	Review
2-[(1,1-dimethylethyl)dioxy]ethanol	C6H14O3	-445.3	3.0	C15476854	1983VAN/KAC1751-1752	
N,N-(Dimethyl)thiobenzamide	C9H11NS	136.1	2.8	C15482607	1989RIB/SOU173-178	Ccr
Propane, 2-(methylthio)-	C4H10S	-89.66312	0.75312	C1551219	1958HUB/GOO614-617	Ccr
Zirconium iodide	I2Zr	-66.64		C15513856	1998CHA1-1951	Review # Data last reviewed in June, 1962
Butanoic acid, cyclohexyl ester	C10H18O2	-545.7	2.8	C1551446	1996VER/BEC47-64	Ccb
1,5-Cyclooctadiene, (Z,Z)-	C8H12	101.0	1.4	C1552121	1976KOZ/TIM9-11	Ccb
Lithium trifluoroberyllate	BeF3Li	-887.01		C15552348	1998CHA1-1951	Review # Data last reviewed in December, 1962
N,N'-Dithiobisdiethylamine	C8H20N2S2	-69.4544	8.7864	C15575301	1962CLA/MOR3212-3216	Cm # Reanalyzed by 1970COX/PIL1-636B, Original value = -16.8$(0.2) kcal/mol
Lead bromide	BrPb	70.92		C15576473	1998CHA1-1951	Review # Data last reviewed in December, 1973
Titanium chloride oxide	ClOTi	-244.26		C15605364	1998CHA1-1951	Review # Data last reviewed in September, 1963
Calcium monochloride	CaCl	-104.6		C15606710	1998CHA1-1951	Review # Data last reviewed in June, 1970
Sulfur bromide fluoride	BrF5S	-972.82		C15607893	1998CHA1-1951	Review # Data last reviewed in December, 1977
dicyclohexyl peroxydicarbonate	C14H22O6	-1002.4864	12.552	C1561495	1971KIP/RAB675-677	Ccb
(Z)-Diazene	H2N2	212.97		C15626423	1998CHA1-1951	Review # Data last reviewed in December, 1965
Diazene, bis(4-methoxyphenyl)-, 1-oxide	C14H14N2O3	33.4	4.5	C1562943	1993ACR/TUC653-659	Ccb
Monomanganese, pentacarbonyl-	C5MnO5	-715.0	22.0	C15651511	1997MAR0B	Review
Ethylene, 1,2-dichloro-, (Z)-	C2H2Cl2	-3.0	2.0	C156592	2002MAN123-172	Review # based on measurements by 1974RLV of equilbrium with 1,1-dichloroethane
Ethylene, 1,2-dichloro-, (E)-	C2H2Cl2	-1.0	2.0	C156605	2002MAN123-172	Review # based on measurements by 1974RLV of equilbrium with 1,1-dichloroethane
Osmium, dodecacarbonyltri-, triangulo	C12O12Os3	-1644.0	26.0	C15696409	1997MAR0B	Review
Cyclohexanethiol	C6H12S	-95.72991999999999	0.79496	C1569693	1972GOO158-162	Ccr
Butyl 2-methylbutanoate	C9H18O2	-558.9	1.3	C15706737	1996VER/BEC47-64	Ccb
Chromium, pentacarbonyl(piperidine)-	C10H11CrNO5	-836.6	8.6	C15710391	1997MAR0B	Review # The enthalpy of formation relies on -908.4±2.6 kJ/mol for the enthalpy of formation of Cr(CO)6(g)
3H-Diazirine	CH2N2	267.14840000000004		C157222	1972LAU/OKA3504-3507	Ion # 66>Hf-gas-(298) >61.7 kcal/mol
Ethyl 2-cyanopropionate	C6H9NO2	-311.96	0.63	C1572992	1995VER/BEC1-11	Ccb
Bicyclo[1.1.0]butane	C4H6	217.1496	0.8368000000000001	C157335	1968WIB/FEN3395-3397	Cm
Spiropentane	C5H8	185.05831999999998	0.75312	C157404	1955FRA/PRO143-148	Cm
3-Penten-1-yne, (Z)-	C5H6	258.1528		C1574409	1991ROT/ADA2499-2521	Chyd
1,3-Pentadiene, (Z)-	C5H8	82.71768	0.9204800000000001	C1574410	1955FRA/PRO143-148	Cm
3-Methylenecyclobutanenitrile	C6H7N	252.42072		C15760357	1971HAL/BAL140-145	Ccr
Phenanthrene, 2,7-dimethyl-	C16H14	143.0928	2.5104	C1576698	1965KAR/KYB5554-5558	Ccb # see 1963FRI/BAR2356-2357 and 1962FRI1-100R
1,1,1-Trifluoro-4-hydroxy-4-(2-thienyl)-3-buten-2-one	C8H5F3O2S	-862.4	4.2	C15788020	1997RIB/SAN757-764	Ccr
Perfluoro-2-methyl-2-pentene	C6F12	-2499.0	4.1	C1584038	1990ZHO/PAP1514-1517	Ccr
Homocubane-4-carboxylic acid	C10H10O2	2.5104		C15844050	1984BEC/RUC149-159	Ccb # Hfusion=2.19 kcal/mol
ethoxydiethylaluminium	C6H15AlO	-474.4	5.6	C1586921	1997MAR0B	Review
Nonane, 5-methyl-	C10H22	-258.6		C15869859	1940MOO/REN1505-1507	
2-Butanol	C4H10O	-292.7	0.3	C15892236	1991STE/CHI101-134	Ccr
Calcium monoiodide	CaI	-5.05		C15923872	1998CHA1-1951	Review # Data last reviewed in June, 1974
[(isopentyloxy)methyl]oxirane	C8H16O2	-328.2	3.5	C15965976	1987VAN/KAC622-624	Ccb # see 1982VAN/KAC1-9D
Phosphorus monofluoride	FP	-52.25		C16027922	1998CHA1-1951	Review # Data last reviewed in June, 1977
Dichloromethylene	CCl2	238.49		C1605727	1998CHA1-1951	Review # Data last reviewed in December, 1968
Tert-butyl radical	C4H9	48.0	3.0	C1605738	1996TSA22-58C	
1,4,5,6-Tetrahydropyrimidine	C4H8N2	55.1	2.1	C1606491	1996STE/CHI1269-1284	Ccr
Monosulfur monofluoride	FS	12.97		C16068965	1998CHA1-1951	Review # Data last reviewed in June, 1976
1-Butanone, 3,3'-(1,2-ethanediyldinitrilo)bis[1-phenyl-	C22H24N2O2	-104.5	7.5	C16087302	1995RIB/RIB613-621	Ccb
Tricyclo[6.2.0.0<sup>3,6</sup>]deca-1(8),2,6-triene	C10H10	309.616		C1610511	1991ROT/ADA2499-2521	Chyd
2-Propanol, 1-phenoxy-3-(phenylamino)-	C15H17NO2	-184.51440000000002	2.9288	C16112553	1976KUZ/MIR147-150	Ccb
2H-Thiopyran, tetrahydro-	C5H10S	-63.3		C1613510	1963SUN728-730	
1-Propene, 1-chloro-, (Z)-	C3H5Cl	-15.480800000000002		C16136848	1973ALF/GOL411-420	Eqk
trans-1-Chloropropene	C3H5Cl	-11.7152		C16136859	1973ALF/GOL411-420	Eqk # Isomerization reaction
Ethane, 1-chloro-1-fluoro-	C2H4ClF	-313.38160000000005	2.5104	C1615754	1973KOL/PAP1660-1661	Ccr # Reanalyzed by 1983KOL/PAP425, Original value = -74.1$(0.6) kcal/mol
cis-1,2-Divinylcyclobutane	C8H12	188.0	5.5	C16177461	1979LEI1249-1261	Kin
1-Methyl-4-(2-methyl-1-propenylsulphonyl)-benzene	C11H14O2S	-239.7432	2.9288	C16192033	1969MAC/MCN2060-2068	Ccr # Heat of combustion corrected for pressure
2-Methyl-2-propenyl p-tolyl sulphone	C11H14O2S	-241.41680000000002	2.9288	C16192044	1969MAC/STE2069-2073	Ccb # Heat of combustion corrected for pressure
1-Methyl-4-(2-propynyl-sulphonyl)benzene	C10H10O2S	0.8368000000000001	4.184	C16192077	1969MAC/STE2073-2077	Ccb # Heat of combustion corrected for pressure
p-Tolyl propadienyl sulphone	C10H10O2S	-32.2168	5.0208	C16192088	1969MAC/STE2073-2077	Ccb # Heat of combustion corrected for pressure
Diethylaminoacetone	C7H15NO	-233.3	2.2	C1620140	1994WEL/VER697-710	Ccb
2-Methoxy-2-methylpentanenitrile	C7H13NO	-169.28	0.013	C162047907	1995VER/BEC1-11	Ccb
2-Methoxy-3,3-dimethylbutanenitrile	C7H13NO	-164.7	3.1	C162047918	1995VER/BEC1-11	Ccb
(E)-(2-Phenylethenyl)-sulphonylbenzene	C14H12O2S	-34.7272	4.6024	C16212069	1969MAC/MCN2060-2068	Ccr # Heat of combustion corrected for pressure
(E)-1-Methyl-4-(2-phenylethenyl)sulphonylbenzene	C15H14O2S	-69.4544	5.4392000000000005	C16212081	1969MAC/MCN2060-2068	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -16.5$(1.3) kcal/mol; Heat of combustion corrected for pressure
3,6-Diphenyl-1,2-dithiin	C16H12S2	422.37480000000005	3.64008	C16212854	1973GEI/SAW333-336	Ccb # Reanalyzed by 1986PED/NAY1-792B, Original value = 101.1 kcal/mol
3-(Methylsulphonyl)-1-propene	C4H8O2S	-305.432	3.3472000000000004	C16215148	1961BUS/MAC1054-1057	Ccr # Heat of combustion corrected for constant pressure
3,5-Di-tert-butylbenzoic acid	C15H22O2	-516.26376	1.8828	C16225266	1974ROU/TUR201-207	Ccb
Bis(fluoroxy)perfluoromethane	CF4O2	-564.4216	2.092	C16282670	1968FOS/PIT3512-3515	Ccr
Cyclopropane, 1,1-dimethyl-	C5H10	-8.24248	1.1715200000000001	C1630940	1974GOO/MOO303-310	Ccb
[2.2]Paracyclophane	C16H16	244.7	2.1	C1633223	1980NIS/SAK869-877	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = 246.3$(3.3) kJ/mol
2-Pentanethiol, 2-methyl-	C6H14S	-147.98808	1.00416	C1633972	1972GOO158-162	Ccr
Propane, 2-methoxy-2-methyl-	C5H12O	-285.0		C1634044	1985ARN/GOT967-972	
Cyclopentane, 1,1-dimethyl-	C7H14	-138.28119999999998	1.1715200000000001	C1638262	1949JOH/PRO251-255	Cm
2-Butanethiol, 2,3-dimethyl-	C6H14S	-147.86256000000003	1.046	C1639016	1972GOO158-162	Ccr # Reanalyzed by 1986PED/NAY1-792B, Original value = -35.22$(0.20) kcal/mol
1-Heptanethiol	C7H16S	-149.49432	0.9623200000000001	C1639094	1966GOO/DEP3606-3609	Ccr
Cyclopentane, ethyl-	C7H14	-127.06808000000001	1.046	C1640897	1946PRO/JOH51-56	Ccb
Tetra-N-butylammonium bromide	C16H36BrN	-540.3	3.2	C1643192	1991NAG/MIZ2536-2540	Ccb
Bicyclo[4,2,1]non-3-ene	C9H14	3.6	1.2	C16456330	1983JOC/DEK95	Ccb
Iron chloride	Cl6Fe2	-654.38		C16480607	1998CHA1-1951	Review # Data last reviewed in June, 1965
2H-Inden-2-one, octahydro-, trans-	C9H14O	-249.2	1.6	C16484176	1971SEL2189-2193	Ccb
Triethyl 1,1,1-ethanetricarboxylate	C11H18O6	-1197.4	2.7	C16515905	1995RAK/VER1483-1493	Ccb
cis-Bicyclo[5.1.0]octane	C8H14	-6.1	2.4	C16526902	1991LUK/TIM436-439	Ccb
1,3,5,7,9-Pentaoxecane	C5H10O5	-779.8	1.3	C16528920	1974MAN895-899	Ccb
3-Pentenenitrile, (3E)-	C5H7N	125.52000000000001	1.2552	C16529661	1969KON/PRO2249-2257	Ccb
cis-Bicyclo[4.1.0]hept-3-ene	C7H10	120.4992		C16554839	1991ROT/ADA2499-2521	Ciso
1-Adamantyl methyl ketone	C12H18O	-298.3	3.2	C1660044	1992ABB/JIM217-223	Ccb
Aluminum chloride	AlCl2	-280.33		C16603842	1998CHA1-1951	Review # Data last reviewed in June, 1976
Di-t-butyldiazene N-oxide	C8H18N2O	-107.6	2.1	C16649528	1981BYS139-145	Ccr
Diselenide, diphenyl	C12H10Se2	237.0	11.0	C1666133	1980MOR/WAT961-965	Ccr
(Z)-Hexa-1,5-diyne-3-ene	C6H4	541.828		C16668670	1991ROT/ADA2499-2521	Chyd
(E)-Hexa-1,5-diyne-3-ene	C6H4	538.0624		C16668681	1991ROT/ADA2499-2521	Chyd
Ethanone, 1-(2,4,6-trimethylphenyl)-	C11H14O	-205.01600000000002	4.184	C1667012	1941BAK/TWE796-802	Ccb # Heat of formation derived by 1970COX/PIL1-636B
1H-Tetrazole, 1-methyl-	C2H4N4	322.9	2.0	C16681779	1990KOZ/SIM348-350	Ccb
2H-Tetrazole, 2-methyl-	C2H4N4	328.4	0.7	C16681780	1990KOZ/SIM348-350	Ccb
Tetraphosphorus decaoxide	O10P4	-2904.09		C16752606	1998CHA1-1951	Review # Data last reviewed in December, 1965
Diethynyldiphenylgermane	C16H12Ge	805.8		C1675598	1997MAR0B	Review
Anti-tricyclo[4.1.0.0(2,4)]heptane	C7H10	154.3896		C16782448	1991ROT/ADA2499-2521	Chyd
Cyclohexane, ethyl-	C8H16	-172.6		C1678917	1972BAR/CAR1-9R	
Cyclohexane, propyl-	C9H18	-192.4		C1678928	1970GOO399-405	
Cyclohexane, butyl-	C10H20	-213.17480000000003	1.3807200000000002	C1678939	1946PRO/JOH51-56	Ccb
Cyclopentanethiol	C5H10S	-47.78128	0.75312	C1679078	1961BER/SCO1425-1430	Ccb
1-Propanethiol, 2,2-dimethyl-	C5H12S	-128.69984000000002	0.87864	C1679089	1972GOO158-162	Ccr
2-Butanethiol, 2-methyl-	C5H12S	-126.90071999999999	0.9204800000000001	C1679090	1962SCO/DOU1334-1341	Ccb
nickel sulphide	NiS	357.42		C16812547	1998CHA1-1951	Review # Data last reviewed in December, 1976
Cobalt, tetracarbonylhydro-	C4HCoO4	-569.2	2.2	C16842038	1997MAR0B	Review
1H-Indene, 2,3-dihydro-4,6-dimethyl-	C11H14	-5.8	1.7	C1685821	1971GOO711-717	
Disulfur difluoride	F2S2	-401.41		C16860994	1998CHA1-1951	Review # Data last reviewed in September, 1966
Triethoxo-oxovanadium	C6H15O4V	-1014.7		C1686222	1997MAR0B	Review
Deuterium	D	221.72		C16873179	1998CHA1-1951	Review # Data last reviewed in March, 1982
1,3,5,7-Tetramethyl-adamantane	C14H24	-284.512	7.1128	C1687361	1979CLA/KNO2404-2410	Ccb # Reanalyzed by 1986PED/NAY1-792B, Original value = -67.15$(0.50) kcal/mol; Gas flow technique for Hs, see 1975CLA/KNO3835-3836
Hydrogen fluoride trimer	H3F3	-879.1		C16904657	1998CHA1-1951	Review # Data last reviewed in June, 1977
iodine heptafluoride	F7I	-961.06		C16921963	1998CHA1-1951	Review # Data last reviewed in December, 1969
N,N,N',N'-Tetrafluoro-4-methyl-1,2-pentanediamine	C6H12F4N2	-220.9152		C1692575	1962GOO/DOU958-959	Ccr # HF(1:50) H2O; see 1963GOO/DOU1312-1314
Bicyclo[1.1.0]butane-1-carbonitrile	C5H5N	304.51152		C16955354	1971HAL/BAL140-145	Ccr
Hydromanganese pentacarbonyl	C5HMnO5	-739.6	9.4	C16972331	1997MAR0B	Review # The enthalpy of formation relies on -911.6±5.0 kJ/mol for the enthalpy of formation of Mn(CO)5(I)(cr)
Fluorodinitrophenylmethane	C7H5FN2O4	-70.7096		C17003702	2004STE6-10	Semi
Tricyclo[4.3.1.0(1,6)deca-3-ene	C10H14	95.8136		C17048598	1992ROT/KLA217-224	Chyd
1,2,3,4-Tetrahydro-9-methylcarbazole	C13H15N	93.1	0.4	C17058127	1992STE/CHI245-271	Ccb
Azobenzene, (E)-	C12H10N2	405.5	1.3	C17082121	1996STE/CHI1285-1302	Ccr # Hfusion=21.3±0.5 kJ/mol
Thiophene, 2,5-dihydro-	C4H6S	87.27824	1.1715200000000001	C1708323	1962DAV/SUN1870-1876	Ccr
Cyclopropane, 1,1-diethenyl-	C7H10	201.66880000000003		C17085846	1991ROT/ADA2499-2521	Chyd
Dioxybismethanol	C2H6O4	-520.908		C17088732	2004STE6-10	Semi
1,4,9,10-Anthracenetetrone	C14H6O4	-209.0	4.0	C1709633	1989RIB/RIB265-274	Ccb
Octafluoromethanetetramine	CF8N4	1.6736000000000002	5.4392000000000005	C17125654	1967SIN/THO1852-1854	Cm # Reanalyzed by 1970COX/PIL1-636B, Original value = 0.5 kcal/mol; Energy of explosion
1,1,1',1'-Tetrakis(difluoroamino)-N-1,1'-trifluorodimethylamine	C2F11N5	-353.12960000000004		C17125676	1967SIN/THO1852-1854	Cm # Energy of explosion
1-Iodo-1,1,3,3-tetranitrobutane	C4H5IN4O8	40.5848		C171617871	1995PEP/KOR14-16	Ccb
1,3-Diiodo-1,1,3,3-tetranitropropane	C3H2I2N2O4	148.532		C171617882	1995PEP/KOR14-16	Ccb
Phosphorus chloride	ClP	129.0		C17167554	1998CHA1-1951	Review # Data last reviewed in December, 1963
barium hydroxide	H2BaO2	-626.56		C17194002	1998CHA1-1951	Review # Data last reviewed in December, 1975
cis-2,2,4,6-Tetramethyl-1,3-dioxane	C8H16O2	-496.4	3.5	C17227177	1968PIH/LUO2401-2414	
Oxacyclododecan-2-one	C11H20O2	-517.1424	2.5104	C1725037	1991WIB/WAL7697-7705	Cm # Heat of reduction
Oxacyclotetradecan-2-one	C13H24O2	-569.024	2.5104	C1725048	1991WIB/WAL7697-7705	Cm # Heat of reduction, Hfusion=1.72 kcal/mol
Trimethyltin	C3H9Sn	132.0	17.0	C17272570	1997MAR0B	Review # The enthalpy of formation relies on -17.7±2.2 kJ/mol for the enthalpy of formation of Sn(Me)4(g).
Pyrene, 1,2,3,6,7,8-hexahydro-	C16H16	40.7	1.8	C1732134	1993CHI/KNI729-761	Ccb
Propane, 2-methyl-2-(1-methylethoxy)-	C7H16O	-357.732	2.5104	C17348593	1961SMU/BON546-550	Ccb # Heat of combustion corrected for pressure
